,0
0,0.024627414791800386
1,0.028278865537541963
2,0.026369710025666602
3,0.022559337260560856
4,0.022559337260560856
5,0.024180234516694144
6,0.021849605084297036
7,0.021527287665452553
8,0.018762233277875323
9,0.023359751281818546
10,0.021360558200432016
11,0.021360558200432016
12,0.021360558200432016
13,0.019893142571089654
14,0.017353066072047188
15,0.017030219616157905
16,0.017030219616157905
17,0.019395132208741707
18,0.019395132208741707
19,0.019395132208741707
20,0.019395132208741707
21,0.015849297997669917
22,0.015849297997669917
23,0.01596168966315536
24,0.01596168966315536
25,0.01596168966315536
26,0.01838180562464762
27,0.01666677993583801
28,0.01666677993583801
29,0.01666677993583801
30,0.01666677993583801
31,0.01666677993583801
32,0.01666677993583801
33,0.016152097519028342
34,0.016152097519028342
35,0.0177708518455327
36,0.0177708518455327
37,0.0177708518455327
38,0.0177708518455327
39,0.0177708518455327
40,0.0177708518455327
41,0.0177708518455327
42,0.018430259771886413
43,0.016515049395352487
44,0.016515049395352487
45,0.016515049395352487
46,0.016515049395352487
47,0.017732339904018065
48,0.015008795552352565
49,0.015008795552352565
50,0.013785735881444538
51,0.013785735881444538
52,0.013785735881444538
53,0.013785735881444538
54,0.01353971469261673
55,0.01353971469261673
56,0.01353971469261673
57,0.01353971469261673
58,0.01353971469261673
59,0.01353971469261673
60,0.01353971469261673
61,0.01353971469261673
62,0.01353971469261673
63,0.01353971469261673
64,0.01353971469261673
65,0.01353971469261673
66,0.01353971469261673
67,0.01353971469261673
68,0.01353971469261673
69,0.01353971469261673
70,0.01353971469261673
71,0.01353971469261673
72,0.01353971469261673
73,0.01353971469261673
74,0.01353971469261673
75,0.01353971469261673
76,0.013518751701456274
77,0.013518751701456274
78,0.013518751701456274
79,0.013518751701456274
80,0.013518751701456274
81,0.013518751701456274
82,0.013518751701456274
83,0.013518751701456274
84,0.013518751701456274
85,0.014273079290460051
86,0.014273079290460051
87,0.014273079290460051
88,0.014273079290460051
89,0.014273079290460051
90,0.013333831134559269
91,0.013333831134559269
92,0.013333831134559269
93,0.013333831134559269
94,0.013333831134559269
95,0.013333831134559269
96,0.013333831134559269
97,0.013333831134559269
98,0.013333831134559269
99,0.013333831134559269
100,0.013333831134559269
101,0.013333831134559269
102,0.013333831134559269
103,0.013333831134559269
104,0.013333831134559269
105,0.013333831134559269
106,0.013333831134559269
107,0.013333831134559269
108,0.013333831134559269
109,0.013333831134559269
110,0.013333831134559269
111,0.013333831134559269
112,0.013333831134559269
113,0.013333831134559269
114,0.013333831134559269
115,0.013333831134559269
116,0.013333831134559269
117,0.015998845652800128
118,0.016093628055929687
119,0.016093628055929687
120,0.016093628055929687
121,0.016093628055929687
122,0.016093628055929687
123,0.016093628055929687
124,0.016093628055929687
125,0.016093628055929687
126,0.016093628055929687
127,0.016093628055929687
128,0.016093628055929687
129,0.016093628055929687
130,0.016093628055929687
131,0.016093628055929687
132,0.016093628055929687
133,0.016093628055929687
134,0.016093628055929687
