group1,group2
0.9979004194683863,1.06435395557091
1.0272580924281351,1.0706678107594996
0.9815770150949084,1.0605575319546474
1.017174484643901,1.0341300063690224
1.017000736635971,1.1546265110029832
1.0003376119977005,0.9170033291114021
0.9708927874826294,0.9912639935697152
0.9678100663131151,1.0758544370661216
0.9747629317320701,1.085226613884214
0.9655953028484688,1.0047040373356761
0.9941183637912623,0.8974588593174108
0.9932320848574959,1.065281707300339
1.131159668980929,1.0835305629235106
1.015297014377491,1.1228091426220241
1.0078432563855202,1.1270785298264865
1.0433812540091996,1.1422865960455293
1.0398542181972044,1.110685210942147
1.0818246961821718,1.074545111644891
0.9828189423787246,0.9858270673824336
0.9921328264848455,1.0185004141117808
0.9995759104808692,1.0730922304526562
1.0156753716324363,1.0547284869189681
1.0334983176807724,1.0992257130260517
1.0084693552669601,1.07735847619218
0.9833325594651803,1.0055223270126026
0.9825347755974434,1.0014638328850995
1.0567662857948061,1.0072304662808729
1.1002938104752986,1.039737791506165
0.9896507397941153,1.066691203601099
1.0635847449621127,1.00085826100195
1.0656034552971736,1.0333167866689557
0.9810868684306926,0.9408749534340577
1.066669593031039,1.0341204243040523
0.9835287909819341,1.029836398254639
1.1114183828083928,1.1894229022281955
1.0939587360605194,1.0038602964008367
0.985838869173639,0.946659940696416
0.973840356383779,0.9075415145405366
1.0858307237011526,1.153109143084714
0.9881534791576818,0.9009789687885998
0.961717552742207,0.9862677336566648
1.0619205155611824,1.1834815676462536
1.0201668352636388,0.8640740353126759
1.060433308294082,1.1307566129534923
1.0314322036074985,1.0383879162881533
1.0120981069825357,1.127017556495177
1.0063105080768886,1.1153539857605037
1.0026276110689205,1.1318093670835743
1.0458178139892425,1.052989799857258
1.0204044774036711,1.0915527220523957
1.0093420103685466,1.0027841061026859
1.0235911404882982,1.0494747021056046
0.985807280176831,1.0890642364167205
1.0338316769682052,1.1782610466714738
1.0161435702408703,1.122318026278304
1.0372385412592657,0.8995908499094382
0.9968700413591162,1.090498788641007
1.0878106535034884,1.0349912493254048
1.0739439087130522,1.1167219841606115
1.0261798957085158,1.0081806370812343
1.0922816561226734,1.1772176062001618
1.0078409232471917,1.0404253958838485
0.9817709517142479,1.1067658458607303
1.0395343006049993,1.1778484885408087
1.0067528431634178,1.110763698378052
1.2708774353546235,1.3261138357088706
1.0151763567784935,1.1339587639491915
0.9705730054058122,1.0022206065360006
0.9737520474713766,1.0530650326320241
0.9927649472551637,0.9884588829963354
1.0228018012584652,1.139180672226917
0.9863943293308424,1.0334060193170431
1.05370896511341,1.0239784844810904
1.0449856870002328,1.0797990248776648
1.020737594114795,0.9968191355229229
1.0077295200135838,0.9432781734338741
1.0064390203871907,1.0259490143378747
1.0718963150958505,1.126284140861128
0.9748339818975966,0.9217775749265662
1.019008180621792,1.0590565915378962
1.0489426238755235,1.1023298782555484
1.000595124451095,1.122438181921671
1.003449727075675,1.0789335701518752
1.092477627820375,0.8855050238367086
1.070941500232533,1.1407295879136539
1.0307554341680438,1.101171186625849
1.0012134381368556,1.0659666328428044
0.9654404878269942,1.009296122388655
1.0074284441361123,1.0357964203873147
1.0568673864281335,1.0556874319842888
1.0994712526982267,1.1476535998662751
0.955132882528873,1.0043455740936469
0.9635098998953915,1.047452075405336
1.014406090938217,1.0929527554403926
0.9802473263504972,0.895919581397551
1.0610368112496766,1.1415653566571615
0.9788795192653137,1.0055682751871955
0.9573641774794138,0.9697114269189822
0.9716289664729649,0.9855958777653939
1.0037967458884538,1.0835587690385176
