Column,Statistic,P-value,r,FDR_P-value
2,8403.0,0.027049055900093794,0.14217568249512547,0.05409811180018759
1,7998.0,0.1439535753101422,0.09399061855326286,0.22392778381577672
5,5742.0,0.006680112710746934,-0.17441803392289032,0.015586929658409512
3,7386.0,0.7425175329257925,0.021177633041114922,0.8253783095070418
10,4850.0,1.2810111379294174e-05,-0.2805441500615111,5.978051977003948e-05
6,6313.0,0.09781048396139297,-0.1064830425381902,0.1711683469324377
12,9713.0,3.5616977575719577e-06,0.2980335436404094,2.4931884303003706e-05
11,9167.0,0.0002891119119176821,0.23307293891878725,0.0008095133533695099
4,7180.0,0.9594070722960109,-0.003331313062647291,0.9594070722960109
7,4450.0,3.331506197479828e-07,-0.3281343366707582,4.664108676471759e-06
8,7047.0,0.7664227159708246,-0.019155050110221925,0.8253783095070418
14,7880.0,0.21392870581018308,0.07995151350353498,0.29950018813425633
9,5148.0,0.00013796970872089923,-0.2450894610376221,0.00048289398052314735
13,6918.0,0.5920867319908076,-0.03450288529170408,0.7535649316246643
