Column,Statistic,P-value,r,FDR_P-value
2,11905.0,0.08940805844875217,0.09926948073194886,0.0993422871652802
1,11674.0,0.1678493622626055,0.08061101852765254,0.1678493622626055
3,9131.0,0.03272565639987156,-0.12479361084691701,0.0545427606664526
4,9006.0,0.02098483379973198,-0.1348901813037873,0.04196966759946396
8,7812.0,7.523645406324437e-05,-0.23133262230781249,0.0007523645406324437
7,8976.0,0.018786749252018186,-0.13731335821343615,0.04196966759946396
6,9304.0,0.05792788005973438,-0.11081995733460849,0.07661989252207499
9,8896.0,0.01388023301023298,-0.14377516330583318,0.04196966759946396
5,9322.0,0.06129591401766,-0.10936605118881916,0.07661989252207499
10,8612.0,0.00433042942553415,-0.16671457138384252,0.02165214712767075
