Column,Statistic,P-value,r,FDR_P-value
1,8653.0,0.007506063774547267,0.17191954912590485,0.018229012023900506
2,8042.0,0.12291271529325551,0.09922553908028003,0.1492511542846674
3,6030.0,0.029305969433368485,-0.14015309956423244,0.04529104366975129
5,8003.0,0.14143148824692633,0.09458549588587845,0.16028902001318318
4,5871.0,0.01337485970335533,-0.15907019874140815,0.028421576869630077
7,8428.0,0.024002972685455034,0.14515006915820342,0.04490286902211321
11,4861.0,1.4056977245930075e-05,-0.2792354199297568,0.00023896861318081127
6,8083.0,0.10554472014667907,0.10410353320772785,0.13802001865334956
8,5434.0,0.0010291376767065856,-0.2110624776120105,0.0029158900840019924
15,5093.0,9.09154444824768e-05,-0.25163311169639363,0.0005151875187340352
10,7552.0,0.5249338964371408,0.040927560483952435,0.5577422649644621
14,9332.0,8.484953418730943e-05,0.25270389089510165,0.0005151875187340352
16,5417.0,0.0009199926298669417,-0.21308506054290352,0.0029158900840019924
9,5198.0,0.00019982741560072468,-0.23914068771146627,0.0008492665163030799
17,8105.0,0.09706204436449492,0.10672099347123644,0.13750456284970114
12,6008.0,0.02641345236594895,-0.14277055982774103,0.04490286902211321
13,7001.0,0.7023157895263639,-0.024627921570285333,0.7023157895263639
