Column,Statistic,P-value,r,FDR_P-value
2,8785.0,0.0035247918638206003,0.18762431070695637,0.004699722485094134
1,8034.0,0.12654818928892358,0.09827373534809508,0.1380525701333712
3,5492.0,0.0014978981794264662,-0.2041619005536697,0.0022468472691396994
6,4460.0,3.6735340162729065e-07,-0.32694458200552695,2.2041204097637442e-06
4,5360.0,0.0006275921613159295,-0.21986666213472122,0.0015062211871582308
5,7131.0,0.8874049500333943,-0.009161110922280051,0.8874049500333943
7,5833.0,0.0109598013347018,-0.16359126646928662,0.013151761601642158
8,5425.0,0.0009699490705958822,-0.21213325681071857,0.0016627698353072265
9,9070.0,0.0005703998764556173,0.22153231866604486,0.0015062211871582308
12,9415.0,4.428691977625554e-05,0.2625788546165204,0.00017714767910502217
10,9020.0,0.0008000665481349097,0.215583545339889,0.0016001330962698195
11,11247.0,7.746245702544008e-14,0.48054190928687174,9.29549484305281e-13
