Column,Statistic,P-value,r,FDR_P-value
1,8416.0,0.025425862634742034,0.14372236355992601,0.04237643772457006
2,9044.0,0.0006807967302368164,0.2184389565364438,0.002940621498371395
3,5523.0,0.001822590535110119,-0.20047366109145306,0.005467771605330358
7,5810.0,0.009694797240167925,-0.1663277021993183,0.020774565514645554
4,5172.0,0.00016498720395312155,-0.2422340498410673,0.0012374040296484117
10,5024.0,5.302964092247983e-05,-0.2598424188864887,0.0007954446138371975
5,5393.0,0.0007841657328990386,-0.21594047173945835,0.002940621498371395
11,8100.0,0.09894056269950327,0.10612611613862084,0.13491894913568628
15,8550.0,0.013032161675464895,0.15966507607402375,0.024435303141496677
13,5726.0,0.006106381252195633,-0.17632164138726017,0.01526595313048908
9,7108.0,0.8538901862676519,-0.011897546652311753,0.8538901862676519
6,7838.0,0.2439808888676861,0.07495454390956405,0.2815164102319455
12,7449.0,0.6562277650665908,0.028673087432071327,0.7031011768570615
8,8264.0,0.050754360272011446,0.12563809264841214,0.07613154040801717
14,6463.0,0.16822014778982186,-0.08863672255972257,0.21027518473727733
