Column,Statistic,P-value,r,FDR_P-value
2,8520.0,0.015209342295709251,0.1560958120783302,0.040558246121891336
1,8422.0,0.02470525631749049,0.1444362163590647,0.04941051263498098
7,6901.0,0.5705247462938434,-0.036525468222597085,0.6520282814786782
9,10500.0,1.1151243985197466e-09,0.39166723579410295,1.7841990376315945e-08
8,5979.0,0.022981504743586793,-0.14622084835691146,0.04941051263498098
4,5400.0,0.0008217458808765529,-0.21510764347379652,0.004382644698008282
3,5333.0,0.0005216787711779981,-0.22307899973084538,0.004173430169423985
6,8200.0,0.06649138353746659,0.1180236627909326,0.11593108881961563
5,7333.0,0.8177594215432432,0.014871933315389692,0.8177594215432432
10,8755.0,0.0042057006542210755,0.18405504671126283,0.016822802616884302
14,8696.0,0.005903144925158497,0.17703549418639888,0.01889006376050719
15,7470.0,0.6283921375282425,0.031171572229056792,0.6702849466967921
16,7592.0,0.47783237406259704,0.045686579144877136,0.5881013834616579
11,6237.0,0.07245693051225977,-0.11552517799394714,0.11593108881961563
13,7726.0,0.33816180382807215,0.061629291658974884,0.4508824051040962
12,6607.0,0.2663837661184407,-0.07150425538039365,0.38746729617227743
