Column,Statistic,P-value,r,FDR_P-value
2,8034.0,0.12654818928892358,0.09827373534809508,0.19468952198295936
1,8849.0,0.0023951849811546717,0.19523874056443588,0.011975924905773358
4,5359.0,0.0006233363654849753,-0.21998563760124432,0.00460055170987346
8,5806.0,0.009486088511005025,-0.16680360406541078,0.02371522127751256
3,5322.0,0.0004835102243484607,-0.22438772986259967,0.00460055170987346
14,8630.0,0.008514528741609712,0.16918311339587314,0.02371522127751256
5,7000.0,0.7009441426893551,-0.02474689703680845,0.7378359396730054
13,8740.0,0.004589139559517322,0.18227041471341607,0.01835655823806929
11,6469.0,0.17167597293943793,-0.08792286976058386,0.2419132072798487
10,6505.0,0.19353056582387895,-0.08363975296575163,0.2419132072798487
18,5374.0,0.000690082756481019,-0.21820100560339756,0.00460055170987346
15,6307.0,0.09558016209053403,-0.1071968953373289,0.15930027015089007
6,8340.0,0.036241009528715465,0.13468022810416905,0.06589274459766448
7,6628.0,0.28347084739920136,-0.06900577058340816,0.33349511458729575
17,7738.0,0.32707472562401396,0.06305699725725229,0.36341636180445996
12,5932.0,0.01823829737026872,-0.15181269528349797,0.04052954971170827
9,5749.0,0.006944999833066907,-0.1735852056572285,0.023149999443556356
19,7924.0,0.18533917239605924,0.08518643403055216,0.2419132072798487
16,6028.0,0.029004602198684174,-0.1403910504972787,0.05800920439736835
20,7237.0,0.957722334818859,0.0034502885291704086,0.957722334818859
