Column,Statistic,P-value,r,FDR_P-value
2,8264.0,0.050754556065398894,0.12563809264841214,0.08089926957662712
1,8923.0,0.0015074736698009203,0.20404292508714658,0.005355024665260196
4,5507.0,0.0016476998970031372,-0.20237726855582294,0.005355024665260196
6,5742.0,0.006680147427408455,-0.17441803392289032,0.012405988079472845
3,5219.0,0.00023289830645710423,-0.2366422029144808,0.0015138389919711775
8,7888.0,0.208522787349258,0.08090331723571993,0.27107962355403536
7,7266.0,0.9152471166031191,0.006900577058340817,0.9152471166031191
10,5605.0,0.003016161868940535,-0.1907176728365574,0.00784202085924539
5,4954.0,3.034888213903324e-05,-0.2681707015431069,0.00039453546780743206
9,6175.0,0.056007186629972616,-0.12290165691838041,0.08089926957662712
11,5686.0,0.004862026061164677,-0.18108066004818488,0.010534389799190132
12,6712.0,0.3590954608734861,-0.0590118313954663,0.38902008261294324
13,7709.0,0.3542618215864408,0.05960670872808189,0.38902008261294324
