Column,Statistic,P-value,r,FDR_P-value
2,12213.0,0.03363916174660003,0.12414743033767729,0.06867655257658242
1,11152.0,0.5109057003990043,0.03844774029976213,0.5109057003990043
3,9376.0,0.07238424660457358,-0.1050043327514512,0.11149580120336218
4,9023.0,0.022327301172179896,-0.13351704772165296,0.06867655257658242
5,12720.0,0.004722878482646615,0.16509912011074326,0.04722878482646615
8,9650.0,0.15623120623803316,-0.08287265030999148,0.17359022915337016
6,9597.0,0.13592523061954018,-0.0871535961837045,0.1699065382744252
7,12386.0,0.01810007627697138,0.1381210838499858,0.06867655257658242
9,9401.0,0.07804706084235352,-0.10298501866007713,0.11149580120336218
10,9145.0,0.03433827628829121,-0.12366279495574752,0.06867655257658242
