Column,Statistic,P-value,r,FDR_P-value
2,8260.0,0.0516377648060902,0.12516219078231966,0.10170215202506817
1,8575.0,0.011433869442388922,0.1626394627371017,0.036588382215644547
3,5328.0,0.0005039905595179263,-0.22367387706346098,0.00403192447614341
4,5153.0,0.00014322837104039415,-0.24449458370500654,0.0022916539366463064
5,6180.0,0.05720746051410085,-0.12230677958576483,0.10170215202506817
10,7872.0,0.21943766654996533,0.07899970977135005,0.2925835553999538
14,8664.0,0.007062585171095032,0.17322827925765913,0.028250340684380128
9,7819.0,0.2584944722710838,0.07269401004562481,0.3181470427951801
13,7753.0,0.31356295063092954,0.06484162925509906,0.3583576578639195
11,8967.0,0.0011352156078403843,0.20927784561416374,0.006054483241815383
15,8473.0,0.019264679958332264,0.1505039651517437,0.044033554190473743
12,6212.0,0.06540217885322272,-0.11849956465702507,0.10464348616515635
8,6851.0,0.5093697198338805,-0.042474241548752956,0.5093697198338805
16,7703.0,0.36006932354872356,0.05889285592894318,0.38407394511863846
7,6291.0,0.08983243835514111,-0.10910050280169878,0.13066536488020525
6,5907.0,0.016084167620760034,-0.15478708194657592,0.04289111365536009
