Column,Statistic,P-value,r,FDR_P-value
2,6804.0,0.45517980130924207,-0.04806608847533948,0.5782587273592554
1,7627.0,0.43859371276164916,0.04985072047318625,0.5782587273592554
3,5403.0,0.0008383498952905949,-0.21475071707422716,0.0033533995811623795
5,7358.0,0.7820115597609042,0.01784631997846763,0.832169894653073
6,7323.0,0.832169894653073,0.013682178650158519,0.832169894653073
14,7531.0,0.5505790014125039,0.03842907568696697,0.6292331444714331
4,6085.0,0.0377507600818846,-0.133609448905461,0.08945549813346632
13,6574.0,0.24099540825504695,-0.07543044577565652,0.4284362813423057
10,6436.0,0.15331688453696152,-0.09184906015584675,0.30663376907392303
9,10314.0,9.044627747869579e-09,0.3695377990208031,7.235702198295663e-08
12,11853.0,8.243388020939368e-18,0.552641041999881,1.318942083350299e-16
7,10002.0,2.3374505651016442e-07,0.33241745346559043,1.2466403013875437e-06
11,8323.0,0.03913678043339151,0.13265764517327605,0.08945549813346632
8,7599.0,0.46983521597939504,0.046519407410538956,0.5782587273592554
16,8415.0,0.025547252588175116,0.14360338809340287,0.08175120828216037
15,6780.5,0.42935045786638404,-0.050862011938632753,0.5782587273592554
