Column,Statistic,P-value,r,FDR_P-value
2,8522.0,0.01505477368093278,0.15633376301137644,0.028768685199432032
1,9089.0,0.000500523999642587,0.2237928525299841,0.004449140543232068
3,5474.0,0.0013347421629696203,-0.20630345895108582,0.004449140543232068
4,5461.0,0.001227258588560423,-0.20785014001588634,0.004449140543232068
8,5921.0,0.01726121111965922,-0.15312142541525225,0.028768685199432032
7,5814.0,0.009904960146664735,-0.16585180033322586,0.024762400366661837
5,6341.0,0.10877124081588255,-0.10315172947554291,0.13596405101985318
9,6470.0,0.1722562398271753,-0.08780389429406074,0.19139582203019478
6,6666.0,0.3162366960971007,-0.06448470285552971,0.3162366960971007
10,6121.0,0.04433321503976336,-0.12932633211062877,0.0633331643425191
