Column,Statistic,P-value,r,FDR_P-value
2,8435.0,0.023205399108704027,0.14598289742386522,0.03546342121165107
1,8524.0,0.014901590157078317,0.15657171394442268,0.029803180314156633
3,5529.0,0.0018924637578349162,-0.19975980829231435,0.006308212526116387
4,5995.0,0.024824394848155747,-0.14431724089254158,0.03546342121165107
6,5661.0,0.0042057810623294355,-0.18405504671126283,0.010514452655823589
5,6327.0,0.10317517739469917,-0.10481738600686655,0.12896897174337396
9,9334.0,8.356800244879113e-05,0.2529418418281479,0.00041784001224395563
7,6399.0,0.13455101858241023,-0.09625115241720208,0.14950113175823357
8,6934.0,0.6127154166372187,-0.032599277827334204,0.6127154166372187
10,10667.0,1.542845587149921e-10,0.41153613870346356,1.5428455871499208e-09
