Column,Statistic,P-value,r,FDR_P-value
2,8020.0,0.13311151195624302,0.09660807881677144,0.14548286709662311
4,8335.0,0.03707339538257479,0.13408535077155345,0.05931743261211967
1,6421.0,0.14548286709662311,-0.0936336921536935,0.14548286709662311
7,8819.0,0.002875357258119284,0.19166947656874236,0.023002858064954272
3,6048.0,0.031870487749566516,-0.13801154116681633,0.05931743261211967
8,8391.0,0.02862591197496425,0.14074797689684806,0.05931743261211967
6,5829.0,0.010730269537692485,-0.1640671683353791,0.04292107815076994
5,6219.0,0.06731866464186927,-0.11766673639136326,0.08975821952249236
