Column,Statistic,P-value,r,FDR_P-value
2,6716.0,0.3629909159400002,-0.05853592952937383,0.3959900901163639
3,5704.0,0.005390624776862502,-0.17893910165076876,0.008085937165293754
1,5556.0,0.002238347066077253,-0.19654747069619016,0.003837166398989576
7,9320.0,9.305383511541144e-05,0.2512761852968243,0.00018610767023082288
4,6806.0,0.45741734481271423,-0.04782813754229325,0.45741734481271423
8,9830.0,1.2225898449964523e-06,0.31195367322361417,3.667769534989357e-06
5,7800.0,0.2736201609112705,0.07043347618168559,0.3283441930935246
11,10344.0,6.503798703339176e-09,0.3731070630164966,2.6015194813356705e-08
12,10541.0,6.921515419865222e-10,0.3965452299215508,4.1529092519191335e-09
9,9591.0,1.0356704637075355e-05,0.28351853672458904,2.485609112898085e-05
6,2967.0,4.212651962396625e-15,-0.5045749535245415,5.05518235487595e-14
10,7915.0,0.19100642415739744,0.0841156548318441,0.25467523220986327
