Column,Statistic,P-value,r,FDR_P-value
2,8487.0,0.017967904954749384,0.15216962168306733,0.03593580990949877
1,8025.0,0.13073792125015926,0.09720295614938702,0.16613974966174233
3,5358.0,0.0006191140344773257,-0.22010461306776744,0.001857342103431977
5,6052.0,0.0324657407475065,-0.13753563930072388,0.055655555567154
4,5237.0,0.00026526827670379636,-0.23450064451706468,0.0010610731068151854
10,6407.0,0.13844979138478528,-0.09529934868501716,0.16613974966174233
6,7050.0,0.7706652060855919,-0.01879812371065257,0.7706652060855919
9,6874.0,0.5370690437692311,-0.03973780581872126,0.5858935022937067
8,9927.0,4.86719499778708e-07,0.3234942934763566,5.840633997344497e-06
7,8988.0,0.000989301843695634,0.2117763304111492,0.002374324424869521
12,9698.0,4.072692780715608e-06,0.2962489116425627,2.4436156684293647e-05
11,8292.0,0.0449183106826597,0.12896940571105941,0.06737746602398956
