Column,Statistic,P-value,r,FDR_P-value
2,7812.0,0.26400569576041144,0.07186118177996301,0.26400569576041144
1,8154.0,0.08012612385463298,0.11255079133086919,0.13354353975772165
3,5311.0,0.0004479567034874905,-0.22569645999435398,0.0019407893482746384
5,10753.0,5.3719328656346067e-11,0.42176802882445164,5.371932865634606e-10
4,5349.0,0.0005822368044823915,-0.2211753922664755,0.0019407893482746384
6,8854.0,0.00232269543145725,0.19583361789705148,0.005155400466325167
8,8108.0,0.09594895860862027,0.10707791987080578,0.13706994086945753
10,7830.0,0.25002495893724463,0.07400274017737911,0.26400569576041144
7,5579.0,0.0025777002331625835,-0.19381103496615848,0.005155400466325167
9,6433.0,0.15172501352583764,-0.09220598655541609,0.18965626690729703
