Column,Statistic,P-value,r,FDR_P-value
2,8514.0,0.01568122047314097,0.15538195927919152,0.03136244094628194
1,8887.0,0.0018924679672074989,0.19975980829231435,0.00630822655735833
3,5674.0,0.004536319411224493,-0.1825083656464623,0.011340798528061233
4,5336.0,0.0005325673651725218,-0.22272207333127603,0.003246337724665888
8,5365.0,0.0006492675449331776,-0.2192717848021056,0.003246337724665888
9,5945.0,0.019455468111171288,-0.15026601421869745,0.03242578018528548
6,6467.0,0.17051974560092575,-0.08816082069363008,0.1894663840010286
10,6524.0,0.20585314567196944,-0.0813792191018124,0.20585314567196944
5,6187.0,0.05892321840592195,-0.121473951320103,0.08417602629417421
7,6312.0,0.09743561918599261,-0.1066020180047133,0.12179452398249076
