Column,Statistic,P-value,r,FDR_P-value
2,8006.0,0.13993511762843713,0.0949424222854478,0.22389618820549942
1,8910.0,0.0016373069406972725,0.20249624402234603,0.008732303683718787
4,6366.0,0.11935925979637596,-0.10017734281246496,0.2121942396380017
7,6728.0,0.3748252715020991,-0.05710822393109642,0.4997670286694655
11,7280.0,0.8947200769513611,0.008566233589664463,0.9543680820814519
3,6865.0,0.5261412202201219,-0.040808585017429316,0.6475584248863039
10,10132.0,6.2709687397572e-08,0.3478842641135957,1.003354998361152e-06
8,6152.0,0.05075504554945974,-0.12563809264841214,0.1160115326844794
6,6210.0,0.06486294864625068,-0.11873751559007131,0.12972589729250136
12,6014.0,0.027177507106157676,-0.14205670702860235,0.07247335228308714
5,5617.0,0.0032427644152233513,-0.18928996723828,0.010376846128714725
14,6575.0,0.24174015494344792,-0.0753114703091334,0.35162204355410603
9,5588.0,0.0027228032617319206,-0.19274025576745044,0.010376846128714725
15,7195.0,0.9815422980822794,-0.001546681064800528,0.9815422980822794
13,5105.0,9.96823218580888e-05,-0.2502054060981162,0.0007974585748647104
16,7394.0,0.7313514609419849,0.02212943677329986,0.8358302410765541
