Column,Statistic,P-value,r,FDR_P-value
2,8865.0,0.0021702329089370543,0.19714234802880576,0.008138373408513954
1,8623.0,0.008844914743081316,0.16835028513021133,0.02211228685770329
5,5836.0,0.011135852478524295,-0.16323434006971727,0.023862541025409204
3,7439.0,0.6696595075481344,0.027483332766840153,0.8182983162122245
6,5187.0,0.00018431390649556724,-0.24044941784322055,0.0027647085974335088
4,5286.0,0.00037602924396524986,-0.2286708466574319,0.002820219329739374
13,8450.0,0.021573074258231465,0.14776752942171198,0.03595512376371911
11,6795.0,0.44518264684303654,-0.04913686767404754,0.6070672456950499
7,5406.0,0.0008552646572745929,-0.2143937906746578,0.004276323286372965
8,5891.0,0.01482565201136611,-0.1566906894109458,0.027798097521311457
10,7097.0,0.8379501902232058,-0.013206276784066048,0.8379501902232058
12,7410.0,0.7091918740505946,0.02403304423766974,0.8182983162122245
14,7643.0,0.42128933775666444,0.05175432793755613,0.6070672456950499
9,7349.0,0.794831782256979,0.01677554077975957,0.8379501902232058
15,5740.0,0.006604411234253547,-0.17465598485593656,0.019813233702760644
