Column,Statistic,P-value,r,FDR_P-value
2,9188.0,0.00024859068816343615,0.23557142371577272,0.0007954902021229957
1,8534.0,0.014156518561331826,0.15776146860965384,0.028313037122663653
5,6240.0,0.07334531678383088,-0.11516825159437778,0.10668409714011765
3,7478.0,0.6179222975736189,0.032123375961241735,0.6179222975736189
15,6033.0,0.029720467063974455,-0.13979617316466308,0.04755274730235913
6,5219.0,0.000232900441249723,-0.2366422029144808,0.0007954902021229957
10,6912.0,0.5844345916259608,-0.035216738090842796,0.6179222975736189
12,6379.0,0.12517489719686645,-0.09863066174766444,0.14305702536784737
4,6308.0,0.09594909926874032,-0.10707791987080578,0.12793213235832043
9,4741.0,4.993536741912472e-06,-0.293512475912531,3.9948293935299777e-05
7,5839.0,0.011313854650754586,-0.1628774136701479,0.025860239201724766
8,6350.0,0.11249373175338803,-0.10208095027683485,0.13845382369647757
13,5923.0,0.017435602286026038,-0.15288347448220604,0.03099662628626851
11,5215.0,0.00022622474833941438,-0.23711810478057327,0.0007954902021229957
14,8621.0,0.008941039023140541,0.16811233419716506,0.023842770728374776
16,4499.0,5.359261472987382e-07,-0.3223045388111254,8.57481835677981e-06
