Column,Statistic,P-value,r,FDR_P-value
1,8718.0,0.0052089485967219285,0.17965295444990748,0.013543266351477014
2,8782.0,0.0035881071743487673,0.187267384307387,0.011661348316633494
3,5590.0,0.002756098819184157,-0.19250230483440417,0.011661348316633494
6,5780.0,0.008240425636196529,-0.16989696619501182,0.017854255545092478
4,4928.0,2.454383622923095e-05,-0.271264063672708,0.0003190698709800023
7,7441.0,0.666964987054562,0.027721283699886388,0.666964987054562
5,6518.0,0.20190484973332223,-0.0820930719009511,0.2798866865968007
13,9335.0,8.292448908117073e-05,0.253060817294671,0.0005390091790276097
10,6855.0,0.5141320581325158,-0.04199833968266049,0.5569763963102254
9,6790.0,0.4396843548628372,-0.04973174500666313,0.5196269648378985
8,6538.0,0.21529745122830823,-0.07971356257048876,0.2798866865968007
11,6008.0,0.02641409028359603,-0.14277055982774103,0.042922896710843546
12,5869.0,0.013236521227357296,-0.1593081496744544,0.02458211085080641
