Column,Statistic,P-value,r,FDR_P-value
5,5770.0,0.007801071429902738,-0.171086720860243,0.016071501369666043
2,8607.0,0.009642900821799626,0.16644667766584142,0.016071501369666043
4,6360.0,0.11674725310985652,-0.10089119561160367,0.14593406638732065
1,9031.0,0.0007430899084694229,0.21689227547164328,0.0037154495423471143
3,5781.0,0.0082856768378993,-0.16977799072848873,0.016071501369666043
8,8961.0,0.0011803913267539057,0.20856399281502502,0.003934637755846352
6,3936.0,1.4044125502744717e-09,-0.38928772646364057,1.4044125502744716e-08
7,6853.0,0.5117483532309024,-0.042236290615706724,0.5117483532309024
9,6660.0,0.31090422652974437,-0.06519855565466841,0.3454491405886048
10,8469.0,0.019649385650057624,0.15002806328565121,0.02807055092865375
