Column,Statistic,P-value,r,FDR_P-value
2,5309.0,0.0004417608010800158,-0.22593441092740021,0.0007362680018000264
1,3760.0,1.7626105465403674e-10,-0.41022740857170925,1.7626105465403673e-09
3,4247.0,4.2684302289377964e-08,-0.352286356374951,1.067107557234449e-07
7,10347.0,6.291767385918957e-09,0.37346398941606596,2.097255795306319e-08
4,7116.0,0.8655210451793488,-0.010945742920126815,0.8655210451793488
5,7768.0,0.3004180617701695,0.06662626125294582,0.37552257721271187
8,10583.0,4.221585542180872e-10,0.4015421995155217,2.110792771090436e-09
9,7054.0,0.7763250167039066,-0.018322221844560102,0.8625833518932295
10,9459.0,3.10971773442581e-05,0.26781377514353755,6.21943546885162e-05
6,6314.0,0.09818016617267039,-0.10636406707166708,0.140257380246672
