Column,Statistic,P-value,r,FDR_P-value
2,8628.0,0.008607931065599926,0.1689451624628269,0.021519827663999812
1,9027.0,0.000763428625991176,0.2164163736055508,0.003784042847325849
3,5449.0,0.0011352128541977547,-0.20927784561416374,0.003784042847325849
4,5347.0,0.0005743183288431303,-0.22141334319952172,0.003784042847325849
7,6256.0,0.07822792251227821,-0.11326464413000789,0.10380232443787225
8,5875.0,0.013654495934281965,-0.15859429687531568,0.02730899186856393
6,6355.0,0.11460435171601344,-0.10148607294421925,0.12733816857334826
9,6271.0,0.0830418595502978,-0.11148001213216113,0.10380232443787225
5,6421.0,0.14547971384707759,-0.0936336921536935,0.14547971384707759
10,5915.0,0.016746187305897414,-0.15383527821439097,0.027910312176495693
