Column,Statistic,P-value,r,FDR_P-value
2,8699.0,0.005804002023427076,0.17739242058596824,0.011902270336491615
1,8731.0,0.004834178547983106,0.18119963551470802,0.011902270336491615
3,5729.0,0.006210721803334127,-0.17596471498769084,0.011902270336491615
6,5512.0,0.0017006121343667155,-0.20178239122320735,0.008503060671833576
4,5180.0,0.00017504197213844276,-0.24128224610888238,0.0017504197213844275
8,5754.0,0.007141362201894969,-0.17299032832461292,0.011902270336491615
5,6722.0,0.3688784694572439,-0.05782207673023512,0.3688784694572439
10,6128.0,0.04571941907626708,-0.12849350384496694,0.06531345582323869
7,6636.0,0.2901712193290905,-0.06805396685122324,0.3224124659212117
9,6462.0,0.16765101334613108,-0.08875569802624568,0.20956376668266385
