Column,Statistic,P-value,r,FDR_P-value
1,7755.0,0.3117885030428841,0.06507958018814529,0.4676827545643261
2,8473.0,0.019264756631389157,0.1505039651517437,0.04816189157847289
3,5814.0,0.009905148008005368,-0.16585180033322586,0.029715444024016106
6,7370.0,0.765009955611463,0.01927402557674504,0.7862778251219522
11,6310.0,0.09668968582229123,-0.10683996893775954,0.2071921839049098
7,7061.0,0.7862778251219522,-0.01748939357889828,0.7862778251219522
5,6381.0,0.12608944881063333,-0.0983927108146182,0.2364177165199375
4,5737.0,0.0064959315771685915,-0.1750129112555059,0.029715444024016106
13,9993.0,2.5548874968203033e-07,0.33134667426688236,3.832331245230455e-06
8,6576.0,0.24248591746886183,-0.07519249484261029,0.4041431957814364
10,6851.0,0.5093697198338805,-0.042474241548752956,0.6367121497923506
14,6734.0,0.38083066793144027,-0.056394371131957714,0.5193145471792368
9,6929.0,0.606235182126317,-0.03319415515994979,0.6995021332226734
12,5414.0,0.000901807019629864,-0.21344198694247288,0.00676355264722398
15,5791.0,0.008748177010911734,-0.16858823606325754,0.029715444024016106
