Column,Statistic,P-value,r,FDR_P-value
2,8291.0,0.045121792816692465,0.1288504302445363,0.0676826892250387
5,7986.0,0.15014429515086647,0.09256291295498545,0.18017315418103977
10,6561.0,0.2314767427442156,-0.07697712684045704,0.2525200829936897
1,8385.0,0.02944349898595196,0.14003412409770935,0.05047456969020336
6,6650.0,0.3021493268649047,-0.06638831031989958,0.3021493268649047
7,6333.0,0.10554412997346746,-0.10410353320772785,0.14072550663128994
3,5343.0,0.0005587918705192567,-0.2218892450656142,0.0011175837410385134
9,9818.0,1.3671263722352077e-06,0.31052596762533674,1.6405516466822495e-05
8,9301.0,0.0001075697484423609,0.249015651432885,0.00041702680659942427
12,9595.0,1.0008255288701098e-05,0.2839944385906816,6.0049531732206586e-05
4,5203.0,0.00020727654862240553,-0.23854581037885067,0.0004974637166937733
11,9267.0,0.00013900893553314141,0.24497048557109902,0.00041702680659942427
